,Latitude,Longitude,Mosquito_collection_year_end,IR_Test_.mortality,AFR_PPP_2015_adj_v2,X2015_-1ture_Africa_ITN.2015,X2015_-1ture_Africa_PfPR.2015,layer,cells,AFR_PPP_2015_adj_v2.1,X2015_-1ture_Africa_ITN.2015.1,X2015_-1ture_Africa_PfPR.2015.1,layer.1
1611,8.6,16.433333,2013,48.3,2146.48999,0.344551156,0.082294159,1,1167441,2146.489924,0.344551156,0.082294159,1
1613,8.6,16.433333,2013,73.3,2146.48999,0.344551156,0.082294159,1,1167441,2146.489924,0.344551156,0.082294159,1
422,8.598864,36.062839,2015,29.2,1953.246704,0.322987286,0.001373579,1,1167912,1953.246672,0.322987286,0.001373579,1
705,8.570515,8.308844,2015,35,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
710,8.570515,8.308844,2015,50,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
720,8.570515,8.308844,2015,85,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
723,8.570515,8.308844,2015,89,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
1354,8.570515,8.308844,2014,32,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
1358,8.570515,8.308844,2014,97.5,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
1359,8.570515,8.308844,2014,99,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
1373,8.570515,8.308844,2014,81,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
2249,8.570515,8.308844,2013,28,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
2251,8.570515,8.308844,2013,33,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
2257,8.570515,8.308844,2013,100,2400.11499,0.254205485,0.325016767,4,1168927,2400.115022,0.254205485,0.325016767,4
423,8.56842,39.25451,2015,47,34064.34375,0.260502957,0.002296879,1,1169670,34064.34494,0.260502957,0.002296879,1
430,8.527312,35.735426,2015,17,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
436,8.527312,35.735426,2015,48,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
444,8.527312,35.735426,2015,10,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
451,8.527312,35.735426,2015,54,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
458,8.527312,35.735426,2015,20,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
987,8.527312,35.735426,2014,32,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
994,8.527312,35.735426,2014,43,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1001,8.527312,35.735426,2014,24,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1008,8.527312,35.735426,2014,11,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1015,8.527312,35.735426,2014,31,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1815,8.527312,35.735426,2013,51,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1825,8.527312,35.735426,2013,44,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1834,8.527312,35.735426,2013,0,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1852,8.527312,35.735426,2013,100,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1870,8.527312,35.735426,2013,100,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1888,8.527312,35.735426,2013,98,558.5162964,0.325299139,0.002030434,1,1171266,558.5162823,0.325299139,0.002030434,1
1789,8.53996,39.27198,2013,82.1,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1790,8.53996,39.27198,2013,82.1,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1791,8.53996,39.27198,2013,92.3,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1792,8.53996,39.27198,2013,98.9,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1793,8.53996,39.27198,2013,96.7,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1794,8.53996,39.27198,2013,92.3,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1795,8.53996,39.27198,2013,98.9,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1796,8.53996,39.27198,2013,96.7,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1831,8.526346,39.258309,2013,92,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1849,8.526346,39.258309,2013,99,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1867,8.526346,39.258309,2013,97,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
1885,8.526346,39.258309,2013,82,48107.8125,0.249545872,0.002307889,1,1171351,48107.81233,0.249545872,0.002307889,1
427,8.380388,37.747657,2015,25,4535.480469,0.334996574,0.002782047,1,1176357,4535.480276,0.334996574,0.002782047,1
1608,8.35,16.3,2013,26.7,360.467041,0.37148517,0.117861584,2,1177524,360.4670308,0.37148517,0.117861584,2
1610,8.35,16.3,2013,32.2,360.467041,0.37148517,0.117861584,2,1177524,360.4670308,0.37148517,0.117861584,2
1612,8.35,16.3,2013,56.7,360.467041,0.37148517,0.117861584,2,1177524,360.4670308,0.37148517,0.117861584,2
1836,8.333333,36.816667,2013,80,2100.78418,0.330641602,0.00146579,1,1178016,2100.784104,0.330641602,0.00146579,1
1854,8.333333,36.816667,2013,81,2100.78418,0.330641602,0.00146579,1,1178016,2100.784104,0.330641602,0.00146579,1
1872,8.333333,36.816667,2013,84,2100.78418,0.330641602,0.00146579,1,1178016,2100.784104,0.330641602,0.00146579,1
1890,8.333333,36.816667,2013,80,2100.78418,0.330641602,0.00146579,1,1178016,2100.784104,0.330641602,0.00146579,1
1838,8.333332,39.83333,2013,96,2898.230469,0.36024827,0.001871734,1,1178089,2898.230509,0.36024827,0.001871734,1
1856,8.333332,39.83333,2013,91,2898.230469,0.36024827,0.001871734,1,1178089,2898.230509,0.36024827,0.001871734,1
1874,8.333332,39.83333,2013,97,2898.230469,0.36024827,0.001871734,1,1178089,2898.230509,0.36024827,0.001871734,1
1892,8.333332,39.83333,2013,70,2898.230469,0.36024827,0.001871734,1,1178089,2898.230509,0.36024827,0.001871734,1
441,8.331036,33.95707,2015,11,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
448,8.331036,33.95707,2015,86,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
455,8.331036,33.95707,2015,24,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
463,8.331036,33.95707,2015,28,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
992,8.331036,33.95707,2014,15,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
999,8.331036,33.95707,2014,18,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
1006,8.331036,33.95707,2014,11,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
1013,8.331036,33.95707,2014,15,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
1020,8.331036,33.95707,2014,28,714.7511597,0.325815767,0.013639832,1,1179628,714.7511766,0.325815767,0.013639832,1
278,8.284168,-7.681942,2015,1.9,12510.65137,0.645170505,0.230750114,3,1180310,12510.65104,0.645170505,0.230750114,3
317,8.284168,-7.681942,2015,62.3,12510.65137,0.645170505,0.230750114,3,1180310,12510.65104,0.645170505,0.230750114,3
342,8.284168,-7.681942,2015,28,12510.65137,0.645170505,0.230750114,3,1180310,12510.65104,0.645170505,0.230750114,3
265,8.278208,-4.893655,2015,93,352.4861145,0.708284196,0.587592781,6,1180377,352.4861235,0.708284196,0.587592781,6
303,8.278208,-4.893655,2015,85,352.4861145,0.708284196,0.587592781,6,1180377,352.4861235,0.708284196,0.587592781,6
389,8.275,35.75583,2015,10,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
394,8.275,35.75583,2015,17,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
396,8.275,35.75583,2015,20,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
409,8.275,35.75583,2015,49,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
413,8.275,35.75583,2015,54,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
958,8.275,35.75583,2014,11,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
959,8.275,35.75583,2014,11,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
968,8.275,35.75583,2014,24,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
971,8.275,35.75583,2014,31,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
972,8.275,35.75583,2014,32,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1632,8.275,35.75583,2013,0,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1633,8.275,35.75583,2013,0,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1656,8.275,35.75583,2013,100,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1657,8.275,35.75583,2013,98,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1658,8.275,35.75583,2013,100,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1659,8.275,35.75583,2013,100,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1660,8.275,35.75583,2013,98,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1718,8.275,35.75583,2013,44,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1719,8.275,35.75583,2013,44,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1726,8.275,35.75583,2013,51,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
1727,8.275,35.75583,2013,51,2385.635498,0.337718773,0.002333819,1,1181353,2385.635464,0.337718773,0.002333819,1
390,8.247193,34.591524,2015,11,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
399,8.247193,34.591524,2015,24,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
402,8.247193,34.591524,2015,28,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
419,8.247193,34.591524,2015,86,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
960,8.247193,34.591524,2014,11,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
961,8.247193,34.591524,2014,15,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
963,8.247193,34.591524,2014,18,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
970,8.247193,34.591524,2014,28,7062.322266,0.38447277,0.003339104,1,1183006,7062.322484,0.38447277,0.003339104,1
428,8.234073,36.20687,2015,9,2017.505371,0.322469375,0.003356625,1,1183044,2017.505405,0.322469375,0.003356625,1
49,8.2,0.5186,2016,47.1,1216.671021,0.887571667,0.426795214,5,1183869,1216.670971,0.887571667,0.426795214,5
69,8.2,0.5186,2016,17.1,1216.671021,0.887571667,0.426795214,5,1183869,1216.670971,0.887571667,0.426795214,5
490,8.2,0.5186,2015,82.4,1216.671021,0.887571667,0.426795214,5,1183869,1216.670971,0.887571667,0.426795214,5
509,8.2,0.5186,2015,27.5,1216.671021,0.887571667,0.426795214,5,1183869,1216.670971,0.887571667,0.426795214,5
426,8.193005,37.394207,2015,59.4,2085.238525,0.3429729,0.001694862,1,1184754,2085.238592,0.3429729,0.001694862,1
698,8.1211,8.1816,2015,10,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
703,8.1211,8.1816,2015,23,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
712,8.1211,8.1816,2015,59,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
721,8.1211,8.1816,2015,85,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
2253,8.1211,8.1816,2013,37,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
2254,8.1211,8.1816,2013,37,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
2255,8.1211,8.1816,2013,44,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
2256,8.1211,8.1816,2013,44,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
2262,8.1211,8.1816,2013,80,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
2263,8.1211,8.1816,2013,80,787.9736328,0.285286282,0.349739671,4,1187415,787.9736213,0.285286282,0.349739671,4
301,8.059909,-6.189837,2015,39.7,14162.59961,0.623684471,0.152003571,2,1188751,14162.59926,0.623684471,0.152003571,2
252,8.047883,-2.807864,2015,17.1,15801.23926,0.606302615,0.140536726,2,1188832,15801.23974,0.606302615,0.140536726,2
289,8.047883,-2.807864,2015,50.9,15801.23926,0.606302615,0.140536726,2,1188832,15801.23974,0.606302615,0.140536726,2
324,8.047883,-2.807864,2015,9.6,15801.23926,0.606302615,0.140536726,2,1188832,15801.23974,0.606302615,0.140536726,2
347,8.047883,-2.807864,2015,37.6,15801.23926,0.606302615,0.140536726,2,1188832,15801.23974,0.606302615,0.140536726,2
270,7.960178,-6.674504,2015,5.9,21359.56055,0.641206655,0.121171579,2,1192101,21359.56084,0.641206655,0.121171579,2
308,7.960178,-6.674504,2015,29.6,21359.56055,0.641206655,0.121171579,2,1192101,21359.56084,0.641206655,0.121171579,2
337,7.960178,-6.674504,2015,21.2,21359.56055,0.641206655,0.121171579,2,1192101,21359.56084,0.641206655,0.121171579,2
15,7.945374,38.930183,2016,76,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
26,7.945374,38.930183,2016,57,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
437,7.945374,38.930183,2015,32,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
459,7.945374,38.930183,2015,13,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
988,7.945374,38.930183,2014,5,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
995,7.945374,38.930183,2014,11,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
1002,7.945374,38.930183,2014,29,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
1009,7.945374,38.930183,2014,4,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
1016,7.945374,38.930183,2014,3,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
1811,7.943214,38.928213,2013,21,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
1818,7.945374,38.930183,2013,36,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
1821,7.945374,38.930183,2013,20,1448.854492,0.363941583,0.00407704,1,1194877,1448.854496,0.363941583,0.00407704,1
22,7.897618,34.538992,2016,33,180.2400208,0.372584662,0.00587345,1,1196452,180.2400161,0.372584662,0.00587345,1
33,7.897618,34.538992,2016,20,180.2400208,0.372584662,0.00587345,1,1196452,180.2400161,0.372584662,0.00587345,1
273,7.800568,-3.162908,2015,66.3,4624.725098,0.706285105,0.147632703,2,1198910,4624.725044,0.706285105,0.147632703,2
312,7.800568,-3.162908,2015,69.6,4624.725098,0.706285105,0.147632703,2,1198910,4624.725044,0.706285105,0.147632703,2
339,7.800568,-3.162908,2015,69.6,4624.725098,0.706285105,0.147632703,2,1198910,4624.725044,0.706285105,0.147632703,2
356,7.800568,-3.162908,2015,30.6,4624.725098,0.706285105,0.147632703,2,1198910,4624.725044,0.706285105,0.147632703,2
281,7.764659,-5.097066,2015,68.9,5018.610352,0.616154729,0.473283738,5,1200544,5018.610285,0.616154729,0.473283738,5
320,7.764659,-5.097066,2015,11.9,5018.610352,0.616154729,0.473283738,5,1200544,5018.610285,0.616154729,0.473283738,5
345,7.764659,-5.097066,2015,5.7,5018.610352,0.616154729,0.473283738,5,1200544,5018.610285,0.616154729,0.473283738,5
360,7.764659,-5.097066,2015,68,5018.610352,0.616154729,0.473283738,5,1200544,5018.610285,0.616154729,0.473283738,5
13,7.773734,37.227642,2016,8,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
24,7.773734,37.227642,2016,5,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
385,7.77314,37.23129,2015,4,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
387,7.77314,37.23129,2015,9,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
398,7.77314,37.23129,2015,22,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
403,7.77314,37.23129,2015,32,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
411,7.77314,37.23129,2015,50,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
429,7.773734,37.227642,2015,4,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
435,7.773734,37.227642,2015,32,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
443,7.773734,37.227642,2015,50,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
450,7.773734,37.227642,2015,9,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
457,7.773734,37.227642,2015,22,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
962,7.77314,37.23129,2014,16,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
973,7.77314,37.23129,2014,35,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
974,7.77314,37.23129,2014,39,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
975,7.77314,37.23129,2014,42,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
979,7.77314,37.23129,2014,55,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
986,7.773734,37.227642,2014,35,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
993,7.773734,37.227642,2014,42,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1000,7.773734,37.227642,2014,55,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1007,7.773734,37.227642,2014,39,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1014,7.773734,37.227642,2014,16,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1654,7.77314,37.23129,2013,15,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1655,7.77314,37.23129,2013,15,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1678,7.77314,37.23129,2013,22,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1679,7.77314,37.23129,2013,22,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1694,7.77314,37.23129,2013,26,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1695,7.77314,37.23129,2013,26,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1816,7.773734,37.227642,2013,26,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1826,7.773734,37.227642,2013,15,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1829,7.773734,37.227642,2013,22,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1832,7.773734,37.227642,2013,94,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1850,7.773734,37.227642,2013,93,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1868,7.773734,37.227642,2013,95,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
1886,7.773734,37.227642,2013,16,4944.486328,0.341971762,0.00151202,1,1201560,4944.486224,0.341971762,0.00151202,1
250,7.744277,-7.616844,2015,0,9825.545898,0.568016358,0.298488617,3,1202165,9825.54622,0.568016358,0.298488617,3
287,7.744277,-7.616844,2015,28.9,9825.545898,0.568016358,0.298488617,3,1202165,9825.54622,0.568016358,0.298488617,3
323,7.744277,-7.616844,2015,9.9,9825.545898,0.568016358,0.298488617,3,1202165,9825.54622,0.568016358,0.298488617,3
48,7.733311,-0.683353,2016,36.9,12527.64551,0.788184057,0.250502944,3,1202331,12527.64561,0.788184057,0.250502944,3
68,7.733311,-0.683353,2016,13.4,12527.64551,0.788184057,0.250502944,3,1202331,12527.64561,0.788184057,0.250502944,3
489,7.733311,-0.683353,2015,12.8,12527.64551,0.788184057,0.250502944,3,1202331,12527.64561,0.788184057,0.250502944,3
508,7.733311,-0.683353,2015,21.3,12527.64551,0.788184057,0.250502944,3,1202331,12527.64561,0.788184057,0.250502944,3
264,7.6905,-5.03917,2015,51.1,105818.5859,0.430639867,0.210698038,3,1203908,105818.5886,0.430639867,0.210698038,3
302,7.6905,-5.03917,2015,75.8,105818.5859,0.430639867,0.210698038,3,1203908,105818.5886,0.430639867,0.210698038,3
332,7.6905,-5.03917,2015,67.9,105818.5859,0.430639867,0.210698038,3,1203908,105818.5886,0.430639867,0.210698038,3
1667,7.63333,37.25,2013,16.3,4954.5625,0.352320582,0.001952735,1,1206604,4954.562341,0.352320582,0.001952735,1
1724,7.63333,37.25,2013,92.5,4954.5625,0.352320582,0.001952735,1,1206604,4954.562341,0.352320582,0.001952735,1
1725,7.63333,37.25,2013,94.8,4954.5625,0.352320582,0.001952735,1,1206604,4954.562341,0.352320582,0.001952735,1
1778,7.63333,37.25,2013,93.8,4954.5625,0.352320582,0.001952735,1,1206604,4954.562341,0.352320582,0.001952735,1
424,7.500139,37.234648,2015,39,4253.887207,0.344278108,-1,-1,1211646,4253.887186,0.344278108,-1,-1
533,7.494964,-10.08078,2015,47,215.4301758,0.907907517,0.256352037,3,1212192,215.4301824,0.907907517,0.256352037,3
537,7.494964,-10.08078,2015,73,215.4301758,0.907907517,0.256352037,3,1212192,215.4301824,0.907907517,0.256352037,3
262,7.483097,-3.250907,2015,40.2,2998.954346,0.662351334,0.292648613,3,1212355,2998.95424,0.662351334,0.292648613,3
904,7.47,2.11,2014,82,1271.348755,0.681236804,0.326298326,4,1212484,1271.348701,0.681236804,0.326298326,4
1842,7.416667,41.383333,2013,100,191.9901581,0.350688911,0.005408176,1,1215108,191.9901598,0.350688911,0.005408176,1
1860,7.416667,41.383333,2013,82,191.9901581,0.350688911,0.005408176,1,1215108,191.9901598,0.350688911,0.005408176,1
1878,7.416667,41.383333,2013,86,191.9901581,0.350688911,0.005408176,1,1215108,191.9901598,0.350688911,0.005408176,1
1896,7.416667,41.383333,2013,89,191.9901581,0.350688911,0.005408176,1,1215108,191.9901598,0.350688911,0.005408176,1
263,7.406431,-7.557051,2015,93.6,64706.51172,0.419674811,0.210257441,3,1215614,64706.51078,0.419674811,0.210257441,3
300,7.406431,-7.557051,2015,73.9,64706.51172,0.419674811,0.210257441,3,1215614,64706.51078,0.419674811,0.210257441,3
331,7.406431,-7.557051,2015,73.8,64706.51172,0.419674811,0.210257441,3,1215614,64706.51078,0.419674811,0.210257441,3
352,7.406431,-7.557051,2015,10.6,64706.51172,0.419674811,0.210257441,3,1215614,64706.51078,0.419674811,0.210257441,3
279,7.375083,-6.477013,2015,11.1,16696.33789,0.681213525,0.23595579,3,1215640,16696.33731,0.681213525,0.23595579,3
318,7.375083,-6.477013,2015,7.1,16696.33789,0.681213525,0.23595579,3,1215640,16696.33731,0.681213525,0.23595579,3
343,7.375083,-6.477013,2015,17.3,16696.33789,0.681213525,0.23595579,3,1215640,16696.33731,0.681213525,0.23595579,3
42,7.383331,-1.366666,2016,41.3,21053.08984,0.656040447,0.193651959,2,1215763,21053.08909,0.656040447,0.193651959,2
62,7.383331,-1.366666,2016,95,21053.08984,0.656040447,0.193651959,2,1215763,21053.08909,0.656040447,0.193651959,2
483,7.383331,-1.366666,2015,24.1,21053.08984,0.656040447,0.193651959,2,1215763,21053.08909,0.656040447,0.193651959,2
503,7.383331,-1.366666,2015,15.6,21053.08984,0.656040447,0.193651959,2,1215763,21053.08909,0.656040447,0.193651959,2
527,7.358654,-8.709582,2015,9,19865.39453,0.851145349,0.226522654,3,1217267,19865.39465,0.851145349,0.226522654,3
531,7.358654,-8.709582,2015,30,19865.39453,0.851145349,0.226522654,3,1217267,19865.39465,0.851145349,0.226522654,3
274,7.34569,-3.20307,2015,9.2,1233.043823,0.648878744,0.276817709,3,1217400,1233.043833,0.648878744,0.276817709,3
313,7.34569,-3.20307,2015,35.3,1233.043823,0.648878744,0.276817709,3,1217400,1233.043833,0.648878744,0.276817709,3
340,7.34569,-3.20307,2015,8.7,1233.043823,0.648878744,0.276817709,3,1217400,1233.043833,0.648878744,0.276817709,3
357,7.34569,-3.20307,2015,10.1,1233.043823,0.648878744,0.276817709,3,1217400,1233.043833,0.648878744,0.276817709,3
236,7.360338,2.604044,2015,55.2,23514.99414,0.683915902,0.179050639,2,1217539,23514.99509,0.683915902,0.179050639,2
240,7.360338,2.604044,2015,18.2,23514.99414,0.683915902,0.179050639,2,1217539,23514.99509,0.683915902,0.179050639,2
393,7.337,38.11,2015,16,6452.708984,0.352717242,0.004370398,1,1218391,6452.70875,0.352717242,0.004370398,1
397,7.337,38.11,2015,21,6452.708984,0.352717242,0.004370398,1,1218391,6452.70875,0.352717242,0.004370398,1
