,Latitude,Longitude,Mosquito_collection_year_end,IR_Test_.mortality,AFR_PPP_2015_adj_v2,X2015_-1ture_Africa_ITN.2015,X2015_-1ture_Africa_PfPR.2015,layer,cells,AFR_PPP_2015_adj_v2.1,X2015_-1ture_Africa_ITN.2015.1,X2015_-1ture_Africa_PfPR.2015.1,layer.1
634,17.57069,-3.99617,2015,19,0,0.695617491,-1,-1,805536,0,0.695617491,-1,-1
638,17.57069,-3.99617,2015,41,0,0.695617491,-1,-1,805536,0,0.695617491,-1,-1
1321,17.57069,-3.99617,2014,21,0,0.695617491,-1,-1,805536,0,0.695617491,-1,-1
1328,17.57069,-3.99617,2014,40,0,0.695617491,-1,-1,805536,0,0.695617491,-1,-1
737,16.4613,-15.68757,2015,23,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
740,16.4613,-15.68757,2015,100,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
769,16.4613,-15.68757,2015,78,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
1383,16.4613,-15.68757,2014,91.4,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
1384,16.4613,-15.68757,2014,97.2,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
1385,16.4613,-15.68757,2014,94.7,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
1424,16.4613,-15.68757,2014,78.2,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2410,16.4613,-15.68757,2013,94,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2430,16.4613,-15.68757,2013,69.5,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2437,16.4613,-15.68757,2013,71.7,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2439,16.4613,-15.68757,2013,72,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2453,16.4613,-15.68757,2013,79,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2455,16.4613,-15.68757,2013,79.4,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2471,16.4613,-15.68757,2013,94.3,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2472,16.4613,-15.68757,2013,88.3,19648.0625,0.673418211,0.016048176,1,848961,19648.06256,0.673418211,0.016048176,1
2479,15.961622,32.565553,2013,43,30620.80273,0.177435072,0.007557629,1,870291,30620.80311,0.177435072,0.007557629,1
2495,15.884154,32.5351038,2013,89,59766.08594,0.178228492,0.006523483,1,873652,59766.08603,0.178228492,0.006523483,1
2492,15.6609568,32.5238008,2013,90,38897.99219,0.010953201,0.006118635,1,883738,38897.99249,0.010953201,0.006118635,1
2491,15.5724428,32.5090598,2013,92,67961.21875,0.013336313,0.006140253,1,887100,67961.21623,0.013336313,0.006140253,1
2488,15.547999,32.5663138,2013,100,83201.88281,0.01911093,0.006975772,1,887101,83201.87957,0.01911093,0.006975772,1
2489,15.547999,32.5663138,2013,100,83201.88281,0.01911093,0.006975772,1,887101,83201.87957,0.01911093,0.006975772,1
2490,15.547999,32.5663138,2013,100,83201.88281,0.01911093,0.006975772,1,887101,83201.87957,0.01911093,0.006975772,1
2485,15.520265,32.680973,2013,95,32402.10352,0.147415372,0.00877711,1,888785,32402.10434,0.147415372,0.00877711,1
2486,15.520265,32.680973,2013,97,32402.10352,0.147415372,0.00877711,1,888785,32402.10434,0.147415372,0.00877711,1
2487,15.520265,32.680973,2013,100,32402.10352,0.147415372,0.00877711,1,888785,32402.10434,0.147415372,0.00877711,1
2220,15.464294,6.2854,2013,72.97,12472.00195,0.421479059,0.156904265,2,889832,12472.0022,0.421479059,0.156904265,2
2226,15.464294,6.2854,2013,70.48,12472.00195,0.421479059,0.156904265,2,889832,12472.0022,0.421479059,0.156904265,2
2233,15.464294,6.2854,2013,55,12472.00195,0.421479059,0.156904265,2,889832,12472.0022,0.421479059,0.156904265,2
2238,15.464294,6.2854,2013,46.67,12472.00195,0.421479059,0.156904265,2,889832,12472.0022,0.421479059,0.156904265,2
2245,15.464294,6.2854,2013,41,12472.00195,0.421479059,0.156904265,2,889832,12472.0022,0.421479059,0.156904265,2
2484,15.435845,32.478188,2013,91,46430.21094,0.020301711,0.008253555,1,892142,46430.20976,0.020301711,0.008253555,1
2493,15.435845,32.478188,2013,88,46430.21094,0.020301711,0.008253555,1,892142,46430.20976,0.020301711,0.008253555,1
1386,15.295425,-13.957924,2014,96.2,215.8583984,0.814751883,0.03079829,1,896071,215.8583929,0.814751883,0.03079829,1
2482,15.303515,32.4704248,2013,100,18692.19727,0.123084323,0.009791917,1,897185,18692.1973,0.123084323,0.009791917,1
2483,15.303515,32.4704248,2013,99,18692.19727,0.123084323,0.009791917,1,897185,18692.1973,0.123084323,0.009791917,1
2494,15.303515,32.4704248,2013,89,18692.19727,0.123084323,0.009791917,1,897185,18692.1973,0.123084323,0.009791917,1
2480,15.303515,32.595486,2013,70,5002.414551,0.167152927,0.012887411,1,897188,5002.414397,0.167152927,0.012887411,1
2481,15.303515,32.595486,2013,97,5002.414551,0.167152927,0.012887411,1,897188,5002.414397,0.167152927,0.012887411,1
741,15.25,-16.4,2015,38,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
750,15.25,-16.4,2015,52,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
759,15.25,-16.4,2015,64,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
763,15.25,-16.4,2015,68,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
1388,15.25,-16.4,2014,90.9,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
1396,15.25,-16.4,2014,49.5,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
1425,15.25,-16.4,2014,78.2,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
1433,15.25,-16.4,2014,83.9,2114.784424,0.647732723,0.021454459,1,897693,2114.784441,0.647732723,0.021454459,1
1431,15.277385,-14.867351,2014,100,650.2601929,0.71587021,0.027973194,1,897730,650.2601907,0.71587021,0.027973194,1
1443,15.277385,-14.867351,2014,87.8,650.2601929,0.71587021,0.027973194,1,897730,650.2601907,0.71587021,0.027973194,1
1412,14.847437,-12.989609,2014,98.8,847.6206055,0.888304183,0.035795089,1,914585,847.6205762,0.888304183,0.035795089,1
6,14.838585,34.68565,2017,98,425.7936707,0.2859119,0.017162889,1,915729,425.7936853,0.2859119,0.017162889,1
8,14.838585,34.68565,2017,96,425.7936707,0.2859119,0.017162889,1,915729,425.7936853,0.2859119,0.017162889,1
2407,14.80452,-16.92426,2013,94,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2408,14.80452,-16.92426,2013,95,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2409,14.80452,-16.92426,2013,95,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2421,14.80129,-16.92255,2013,94,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2445,14.80452,-16.92426,2013,75,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2465,14.80129,-16.92255,2013,94,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2466,14.80452,-16.92426,2013,95,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2467,14.80452,-16.92426,2013,94,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
2468,14.80452,-16.92426,2013,95,98194.6875,0.407618702,0.016597901,1,916171,98194.68853,0.407618702,0.016597901,1
733,14.773238,-17.390791,2015,3,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
734,14.773238,-17.390791,2015,17,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
735,14.758935,-17.39372,2015,22,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
736,14.758935,-17.39372,2015,23,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
747,14.773238,-17.390791,2015,43,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
749,14.773238,-17.390791,2015,47,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
755,14.758935,-17.39372,2015,62,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
757,14.758935,-17.39372,2015,64,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1380,14.773238,-17.390791,2014,5,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1381,14.758935,-17.39372,2014,23.3,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1387,14.773238,-17.390791,2014,38.7,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1389,14.773238,-17.390791,2014,43.4,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1397,14.758935,-17.39372,2014,50,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1401,14.758935,-17.39372,2014,59.3,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
1411,14.773238,-17.390791,2014,69.4,703841.25,0.231194016,0.027120061,1,917841,703841.2483,0.231194016,0.027120061,1
771,14.75,-16.5,2015,81,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
778,14.75,-16.5,2015,85,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
779,14.75,-16.5,2015,85,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
781,14.75,-16.5,2015,86,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
1423,14.75,-16.5,2014,77.7,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
1442,14.75,-16.5,2014,87.1,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
2402,14.75,-16.5,2013,98,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
2459,14.75,-16.5,2013,98,9113.694336,0.601330142,0.022576366,1,917863,9113.6941,0.601330142,0.022576366,1
1421,14.71642,-12.412268,2014,92,994.5960693,0.976685061,0.028110897,1,919642,994.5960624,0.976685061,0.028110897,1
1419,14.692788,-17.446648,2014,75.7,205611.875,0.267762464,0.028831596,1,921202,205611.881,0.267762464,0.028831596,1
1439,14.692788,-17.446648,2014,85.8,205611.875,0.267762464,0.028831596,1,921202,205611.881,0.267762464,0.028831596,1
1440,14.692788,-17.446648,2014,85.8,205611.875,0.267762464,0.028831596,1,921202,205611.881,0.267762464,0.028831596,1
1445,14.692788,-17.446648,2014,89.4,205611.875,0.267762464,0.028831596,1,921202,205611.881,0.267762464,0.028831596,1
2219,14.648952,2.145024,2013,8,283.2884216,0.671482341,0.128827006,2,923353,283.2884326,0.671482341,0.128827006,2
2225,14.648952,2.145024,2013,32,283.2884216,0.671482341,0.128827006,2,923353,283.2884326,0.671482341,0.128827006,2
2232,14.648952,2.145024,2013,7,283.2884216,0.671482341,0.128827006,2,923353,283.2884326,0.671482341,0.128827006,2
2237,14.648952,2.145024,2013,20,283.2884216,0.671482341,0.128827006,2,923353,283.2884326,0.671482341,0.128827006,2
2244,14.648952,2.145024,2013,8,283.2884216,0.671482341,0.128827006,2,923353,283.2884326,0.671482341,0.128827006,2
5,14.623843,36.355434,2017,99,341.4804993,0.371722696,0.027735036,1,925855,341.4805057,0.371722696,0.027735036,1
7,14.623843,36.355434,2017,95,341.4804993,0.371722696,0.027735036,1,925855,341.4805057,0.371722696,0.027735036,1
754,14.5,-17,2015,91,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
764,14.5,-17,2015,69,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
780,14.5,-17,2015,86,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
785,14.5,-17,2015,89,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
1403,14.5,-17,2014,94.5,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
2451,14.5,-17,2013,79,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
2452,14.5,-17,2013,79,6432.852051,0.622869206,0.026194463,1,927937,6432.852294,0.622869206,0.026194463,1
743,14.48333,-16.4,2015,90,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
744,14.48333,-16.4,2015,94,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
745,14.48333,-16.4,2015,94,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
746,14.48333,-16.4,2015,92,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
2394,14.48333,-16.4,2013,100,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
2414,14.48333,-16.4,2013,100,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
2415,14.48333,-16.4,2013,100,7803.069824,0.682862275,0.031270877,1,929632,7803.069915,0.682862275,0.031270877,1
1392,14.43,-16.5,2014,92.2,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
1393,14.43,-16.5,2014,91.9,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
1444,14.43,-16.5,2014,89,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
2428,14.43,-16.5,2013,68,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
2429,14.43,-16.5,2013,68.4,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
2446,14.43,-16.5,2013,76,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
2447,14.43,-16.5,2013,76,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
2474,14.43,-16.5,2013,89,4563.07666,0.701206104,0.026514614,1,931311,4563.076564,0.701206104,0.026514614,1
655,14.439,-3.3057,2015,90,4822.866211,0.786045558,0.69845295,7,931627,4822.866116,0.786045558,0.69845295,7
657,14.439,-3.3057,2015,87,4822.866211,0.786045558,0.69845295,7,931627,4822.866116,0.786045558,0.69845295,7
1327,14.439,-3.3057,2014,37,4822.866211,0.786045558,0.69845295,7,931627,4822.866116,0.786045558,0.69845295,7
1333,14.439,-3.3057,2014,54,4822.866211,0.786045558,0.69845295,7,931627,4822.866116,0.786045558,0.69845295,7
768,14.38638,-16.40166,2015,77,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
770,14.38638,-16.40166,2015,80,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
776,14.38638,-16.40166,2015,84,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
784,14.38638,-16.40166,2015,88,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
1422,14.38638,-16.40166,2014,99.1,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
2396,14.38638,-16.40166,2013,100,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
2448,14.38638,-16.40166,2013,100,2494.942871,0.695479914,0.019901114,1,932994,2494.942893,0.695479914,0.019901114,1
636,14.34855,-3.61031,2015,22,23414.60938,0.763042147,0.74416244,8,934982,23414.60952,0.763042147,0.74416244,8
639,14.34855,-3.61031,2015,45,23414.60938,0.763042147,0.74416244,8,934982,23414.60952,0.763042147,0.74416244,8
1324,14.34855,-3.61031,2014,30,23414.60938,0.763042147,0.74416244,8,934982,23414.60952,0.763042147,0.74416244,8
1326,14.34855,-3.61031,2014,32,23414.60938,0.763042147,0.74416244,8,934982,23414.60952,0.763042147,0.74416244,8
640,14.25,-6,2015,49,22104.16602,0.936933819,0.641757071,7,938287,22104.16662,0.936933819,0.641757071,7
645,14.25,-6,2015,58,22104.16602,0.936933819,0.641757071,7,938287,22104.16662,0.936933819,0.641757071,7
1315,14.25,-6,2014,11,22104.16602,0.936933819,0.641757071,7,938287,22104.16662,0.936933819,0.641757071,7
1329,14.25,-6,2014,42,22104.16602,0.936933819,0.641757071,7,938287,22104.16662,0.936933819,0.641757071,7
20,14.280255,36.617519,2016,39,23387.72266,0.277188907,0.007713086,1,939309,23387.72243,0.277188907,0.007713086,1
31,14.280255,36.617519,2016,69,23387.72266,0.277188907,0.007713086,1,939309,23387.72243,0.277188907,0.007713086,1
748,14.215158,-13.432969,2015,47,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
753,14.215158,-13.432969,2015,60,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
1414,14.215158,-13.432969,2014,71,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
1430,14.215158,-13.432969,2014,82,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
1435,14.215158,-13.432969,2014,84.7,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
1438,14.215158,-13.432969,2014,85,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2395,14.21516,-13.43297,2013,92.7,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2417,14.21516,-13.43297,2013,55,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2418,14.215158,-13.432969,2013,55,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2422,14.215158,-13.432969,2013,93,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2449,14.21516,-13.43297,2013,78,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2450,14.215158,-13.432969,2013,78,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2460,14.21516,-13.43297,2013,86.9,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2473,14.21516,-13.43297,2013,89,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
2477,14.215158,-13.432969,2013,89,113.7883911,0.785926876,0.104552686,2,939789,113.7883904,0.785926876,0.104552686,2
1646,14.16666,38.83333,2013,97.5,15700.37012,0.332074748,0.002567028,1,942725,15700.37025,0.332074748,0.002567028,1
1647,14.16666,38.83333,2013,97.5,15700.37012,0.332074748,0.002567028,1,942725,15700.37025,0.332074748,0.002567028,1
1404,14.10583,-15.55055,2014,64,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
1416,14.10583,-15.55055,2014,98,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
1417,14.10583,-15.55055,2014,91,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
1436,14.10583,-15.55055,2014,84.8,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2401,14.10583,-15.55055,2013,91,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2425,14.10583,-15.55055,2013,67,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2427,14.10583,-15.55055,2013,67,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2440,14.10583,-15.55055,2013,72.6,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2441,14.10583,-15.55055,2013,73,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2444,14.10583,-15.55055,2013,91,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2456,14.10583,-15.55055,2013,80.2,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2463,14.10583,-15.55055,2013,88,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
2470,14.10583,-15.55055,2013,88,4153.909668,0.708877743,0.013322024,1,944781,4153.90976,0.708877743,0.013322024,1
760,13.98333,-14.8,2015,98,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
761,13.98333,-14.8,2015,92,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
762,13.98333,-14.8,2015,100,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
777,13.98333,-14.8,2015,85,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
1406,13.98333,-14.8,2014,100,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
1407,13.98333,-14.8,2014,96.5,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
1408,13.98333,-14.8,2014,96,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
1437,13.98333,-14.8,2014,84.9,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
2399,13.98333,-14.8,2013,100,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
2400,13.98333,-14.8,2013,96,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
2423,13.98333,-14.8,2013,100,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
2424,13.98333,-14.8,2013,96,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
2461,13.98333,-14.8,2013,87.6,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
2469,13.98333,-14.8,2013,88,7863.425293,0.750246226,0.022199566,1,949842,7863.425049,0.750246226,0.022199566,1
751,13.98255,-14.558458,2015,56,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
756,13.98255,-14.558458,2015,63,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
767,13.98255,-14.558458,2015,77,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
774,13.98255,-14.558458,2015,84,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
1418,13.98255,-14.558458,2014,75.2,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
1427,13.98255,-14.558458,2014,80.4,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
1432,13.98255,-14.558458,2014,83,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
1434,13.98255,-14.558458,2014,84.1,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
2398,13.98255,-14.55845,2013,100,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
2426,13.98255,-14.558458,2013,100,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
2457,13.98255,-14.558458,2013,83,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
2458,13.98255,-14.55845,2013,83.1,5076.403809,0.774115137,0.035814699,1,949848,5076.403574,0.774115137,0.035814699,1
752,13.91666,-15.91666,2015,60,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
783,13.91666,-15.91666,2015,88,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
1391,13.91666,-15.91666,2014,45.3,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
1400,13.91666,-15.91666,2014,59,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
1413,13.91666,-15.91666,2014,70.1,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
1428,13.91666,-15.91666,2014,81.9,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2397,13.91666,-15.91666,2013,94,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2416,13.91666,-15.91666,2013,90,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2420,13.91666,-15.91666,2013,59,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2462,13.91666,-15.91666,2013,88,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2464,13.91666,-15.91666,2013,88,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2475,13.91666,-15.91666,2013,89,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2476,13.91666,-15.91666,2013,89,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
2478,13.91666,-15.91666,2013,89.6,4490.663574,0.756603759,0.019717837,1,951497,4490.663402,0.756603759,0.019717837,1
1382,13.768889,-13.667222,2014,36,5532.469238,0.671194495,0.036644619,1,958274,5532.469305,0.671194495,0.036644619,1
1398,13.768889,-13.667222,2014,50,5532.469238,0.671194495,0.036644619,1,958274,5532.469305,0.671194495,0.036644619,1
1410,13.768889,-13.667222,2014,68,5532.469238,0.671194495,0.036644619,1,958274,5532.469305,0.671194495,0.036644619,1
1429,13.768889,-13.667222,2014,82,5532.469238,0.671194495,0.036644619,1,958274,5532.469305,0.671194495,0.036644619,1
2217,13.755862,7.986535,2013,77.33,41971.45313,0.347100231,0.192943543,2,958794,41971.45155,0.347100231,0.192943543,2
2224,13.755862,7.986535,2013,20,41971.45313,0.347100231,0.192943543,2,958794,41971.45155,0.347100231,0.192943543,2
2230,13.755862,7.986535,2013,37.33,41971.45313,0.347100231,0.192943543,2,958794,41971.45155,0.347100231,0.192943543,2
2242,13.755862,7.986535,2013,45,41971.45313,0.347100231,0.192943543,2,958794,41971.45155,0.347100231,0.192943543,2
2218,13.71221,9.159453,2013,18.67,13113.90039,0.411032591,0.128099859,2,960503,13113.90039,0.411032591,0.128099859,2
2231,13.71221,9.159453,2013,17.33,13113.90039,0.411032591,0.128099859,2,960503,13113.90039,0.411032591,0.128099859,2
2236,13.71221,9.159453,2013,17.67,13113.90039,0.411032591,0.128099859,2,960503,13113.90039,0.411032591,0.128099859,2
2243,13.71221,9.159453,2013,10.67,13113.90039,0.411032591,0.128099859,2,960503,13113.90039,0.411032591,0.128099859,2
1844,13.666664,38.916663,2013,100,2294.404785,0.337221154,0.001849969,1,962899,2294.404867,0.337221154,0.001849969,1
