Latitude,Longitude,Mosquito_collection_year_end,IR_Test_%mortality
-2.165294,31.537419,2015,61.3
-1.510191,33.802046,2015,81.3
-2.495627,30.645875,2015,100
-10.066275,38.927659,2015,100
-10.663595,35.663128,2015,100
6.162802,1.281681,2015,45
6.170657,1.234669,2015,47
6.132625,1.2023,2015,30
6.162802,1.281681,2015,26
6.170657,1.234669,2015,43
6.132625,1.2023,2015,42
-0.81931,29.72745,2015,9
1.98021,32.53182,2015,14
2.258083,32.887407,2015,19
-0.81931,29.72745,2015,22
1.98021,32.53182,2015,22
-0.81931,29.72745,2015,33
0.0977278,32.5556194,2015,40
-0.81931,29.72745,2015,51
2.258083,32.887407,2015,59
1.713215,33.606341,2015,61
0.61646,34.1453,2015,67
0.0977278,32.5556194,2015,73
0.61646,34.1453,2015,82
1.713215,33.606341,2015,87
-16.6463,32.2656,2015,100
-18.2111,28.4866,2015,79.5
-21.05,31.6667,2015,100
-22.21732,29.99063,2015,100
-17.9515,29.3047,2015,83
-17.6306,27.3441,2015,86
-12.7667,15.73331,2014,100
-12.7667,15.73331,2014,100
7.23333,2.3,2014,8
7.23333,2.3,2014,10
11.8509583,3.3806139,2014,14
11.86,2.56,2014,23
6.9832417,2.6636083,2014,91
6.6644611,2.1597694,2014,56
6.7002333,2.5003,2014,91
9.21,2.37,2014,97
6.3206889,2.0667361,2014,100
7.47,2.11,2014,82
10.640016,-4.758804,2014,33
-2.454,30.1022,2014,92
-2.72083,29.24777,2014,100
-3.17027,29.4025,2014,94
-3.1306,30.331,2014,53
-3.1306,30.331,2014,53
-2.83583,30.03222,2014,56
-2.83583,30.03222,2014,56
-3.17027,29.4025,2014,94
-2.72083,29.24777,2014,100
-2.454,30.1022,2014,92
-2.83583,30.03222,2014,83
-2.83583,30.03222,2014,83
-3.5907,30.0739,2014,85
-3.5907,30.0739,2014,85
-3.17027,29.4025,2014,89
-3.17027,29.4025,2014,89
3.783333,9.65,2014,48
4.000385,9.700008,2014,77
4.339996,18.541864,2014,48
4.339996,18.541864,2014,27
4.370873,18.571067,2014,51
4.370873,18.571067,2014,56
4.355953,18.552537,2014,54
4.355953,18.552537,2014,86
4.418654,18.550356,2014,75
4.418654,18.550356,2014,70
4.313975,22.549839,2014,74
4.313975,22.549839,2014,52
4.370193,18.526942,2014,75.8
4.370193,18.526942,2014,58
4.363505,18.58049,2014,77
4.363505,18.58049,2014,81
12.1,15.033333,2014,2
12.1,15.033333,2014,2
10.266667,15.35,2014,35
10.266667,15.35,2014,36
-3.52083,23.60027,2014,98
-10.5333,24.7666,2014,98
-5.89611,22.41638,2014,99
-4.34862,15.28453,2014,99
-11.03333,26.95,2014,99
-4.73389,15.70694,2014,99
-4.40991,15.41131,2014,99
-4.34862,15.28453,2014,99
-3.52083,23.60027,2014,98
-5.89611,22.41638,2014,99
-11.03333,26.95,2014,99
-10.5333,24.7666,2014,98
8.73333,37.46666,2014,3
8.73333,37.46666,2014,4
8.73333,37.46666,2014,5
12.41967,39.553678,2014,10
8.275,35.75583,2014,11
8.275,35.75583,2014,11
8.247193,34.591524,2014,11
8.247193,34.591524,2014,15
7.77314,37.23129,2014,16
8.247193,34.591524,2014,18
9.328847,40.181096,2014,19
12.41967,39.553678,2014,19
11.38,37.28,2014,23
11.38,37.28,2014,24
8.275,35.75583,2014,24
11.38,37.28,2014,25
8.247193,34.591524,2014,28
8.275,35.75583,2014,31
8.275,35.75583,2014,32
7.77314,37.23129,2014,35
7.77314,37.23129,2014,39
7.77314,37.23129,2014,42
12.41967,39.553678,2014,44
9.328847,40.181096,2014,45
8.73333,37.46666,2014,46
7.77314,37.23129,2014,55
12.41967,39.553678,2014,58
11.38,37.28,2014,61
11.38,37.28,2014,66
9.328847,40.181096,2014,73
12.41967,39.553678,2014,77
9.328847,40.181096,2014,87
7.773734,37.227642,2014,35
8.527312,35.735426,2014,32
7.945374,38.930183,2014,5
11.574209,37.361353,2014,61
12.41967,39.553591,2014,77
9.328875,40.18109,2014,73
8.331036,33.95707,2014,15
7.773734,37.227642,2014,42
8.527312,35.735426,2014,43
7.945374,38.930183,2014,11
11.574209,37.361353,2014,25
12.41967,39.553591,2014,44
9.328875,40.18109,2014,45
8.331036,33.95707,2014,18
7.773734,37.227642,2014,55
8.527312,35.735426,2014,24
7.945374,38.930183,2014,29
11.574209,37.361353,2014,23
12.41967,39.553591,2014,19
9.328875,40.18109,2014,87
8.331036,33.95707,2014,11
7.773734,37.227642,2014,39
8.527312,35.735426,2014,11
7.945374,38.930183,2014,4
11.574209,37.361353,2014,24
12.41967,39.553591,2014,58
9.328875,40.18109,2014,46
8.331036,33.95707,2014,15
7.773734,37.227642,2014,16
8.527312,35.735426,2014,31
7.945374,38.930183,2014,3
11.574209,37.361353,2014,66
12.41967,39.553591,2014,10
9.328875,40.18109,2014,19
8.331036,33.95707,2014,28
5.4,-0.6,2014,1.92
5.4,-0.6,2014,5.09
10.48888,-0.00861,2014,98
10.52472,-2.81333,2014,92
5.416022,-0.598331,2014,18.4
9.58583,-0.90166,2014,92
9.58583,-0.90166,2014,33
9.58583,-0.90166,2014,33
5.416022,-0.598331,2014,34.1
9.407081,-0.85249,2014,36
10.45527,0.06527,2014,97
9.55166,-0.72944,2014,52
9.58583,-0.90166,2014,56
9.58583,-0.90166,2014,56
9.43333,-1.06666,2014,57
9.58583,-0.90166,2014,92
9.407081,-0.85249,2014,97
9.43333,-1.06666,2014,91
9.43333,-1.06666,2014,97
10.45527,0.06527,2014,97
9.18333,-10.099987,2014,18
10.044937,-10.749159,2014,43
9.18333,-10.099987,2014,58
9.18333,-10.099987,2014,61
9.18333,-10.099987,2014,100
10.044937,-10.749159,2014,100
11.186975,-14.100133,2014,86
11.186975,-14.100133,2014,88
-0.76666,34.6,2014,34
0.1811,34.296626,2014,39
-0.28333,34.95,2014,40
0.1811,34.296626,2014,43
-0.099768,34.274472,2014,46
-0.28333,34.95,2014,47
-0.099768,34.274472,2014,48
-0.18333,34.91666,2014,63
-0.946967,34.538704,2014,67
-0.50585,34.73359,2014,70
-0.34,37.037,2014,84.39
-0.41,37.02,2014,79
-0.38,37.16,2014,59.17
-4.2727,39.2759,2014,71.4
-4.583,39.166,2014,100
-4.25,39.3,2014,100
0.01118,34.110645,2014,80
-0.238783333,34.25207167,2014,25
-0.336608,34.35198,2014,60
-0.179551667,34.369035,2014,67
-0.34709,34.29523667,2014,57
-0.195601667,34.17508833,2014,33
-0.059766667,34.093225,2014,45
-0.061148333,34.33484833,2014,55
0.01118,34.110645,2014,22
-0.029941667,34.01295333,2014,17
-0.21855,34.30245167,2014,75
-0.394503333,34.29017,2014,62
-0.195601667,34.17508833,2014,51
-0.059766667,34.093225,2014,75
-0.187436667,35.02238667,2014,88
-0.32034,34.90630333,2014,78
-0.227373333,34.89605667,2014,67
-0.179825,35.26651,2014,73
-0.147186667,35.20697667,2014,81
-0.28638,35.03971667,2014,3
-0.227373333,34.89605667,2014,41
-0.179825,35.26651,2014,20
-0.356857,34.683213,2014,84
-0.43839,34.506933,2014,97
-0.355973,34.702345,2014,75
-0.422272,34.565372,2014,90
-0.352095,34.774177,2014,96
-0.431778,34.481603,2014,97
-0.404915,34.54733,2014,99
-0.356857,34.683213,2014,80
-0.43839,34.506933,2014,95
-0.355973,34.702345,2014,67
-0.348348,34.790085,2014,90
-0.431778,34.481603,2014,99
-0.404915,34.54733,2014,98
0.620475,34.241442,2014,71
0.552501667,34.24511833,2014,14
0.518991667,34.24447833,2014,34
0.630803333,34.375545,2014,66
0.683337,34.38842,2014,42
0.650767,34.325486,2014,86
0.613963,34.22643,2014,55
0.701947,34.381232,2014,17
0.587095,34.234043,2014,53
-0.34,37.037,2014,31.79
-0.41,37.02,2014,79
-4.583,39.166,2014,90
-4.25,39.3,2014,60
-0.061148333,34.33484833,2014,74
-0.029941667,34.01295333,2014,82
-0.105486667,34.16853167,2014,43
-0.21855,34.30245167,2014,35
-0.394503333,34.29017,2014,67
-0.328158333,34.26666,2014,43
-0.16501,34.42803667,2014,63
-0.081546667,34.17182167,2014,62
-0.084321667,34.33527833,2014,20
-0.029941667,34.01295333,2014,6
-0.238783333,34.25207167,2014,63
-0.179551667,34.369035,2014,81
-0.34709,34.29523667,2014,73
-0.16501,34.42803667,2014,68
-0.081546667,34.17182167,2014,22
-0.28638,35.03971667,2014,79
-0.12807,35.09510333,2014,42
-0.085951667,35.00320167,2014,97
-0.204663333,34.91092833,2014,87
-0.156286667,35.187495,2014,90
-0.32034,34.90630333,2014,49
-0.204663333,34.91092833,2014,22
-0.147186667,35.20697667,2014,14
-0.38281,34.648382,2014,87
-0.441923,34.618988,2014,66
-0.359508,34.46602,2014,60
-0.348348,34.790085,2014,61
-0.431778,34.481603,2014,3
-0.392017,34.62611,2014,97
-0.38281,34.648382,2014,84
-0.441923,34.618988,2014,53
-0.422272,34.565372,2014,96
-0.352095,34.774177,2014,90
-0.392017,34.62611,2014,100
0.613963,34.22643,2014,76
0.667475,34.340852,2014,12
0.701947,34.381232,2014,32
0.587095,34.234043,2014,58
0.620475,34.241442,2014,33
0.518991667,34.24447833,2014,3
0.630803333,34.375545,2014,1
0.683337,34.38842,2014,18
7.014339,-9.563033,2014,15
6.842761,-8.660059,2014,36
6.29083,-10.760475,2014,46
6.064945,-8.13932,2014,62
6.673439,-10.225238,2014,78
-23.6,46.01666,2014,95
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-20.53027,47.24333,2014,100
-20.53027,47.24333,2014,99
-20.53027,47.24333,2014,100
-20.53027,47.24333,2014,99
-20.53027,47.24333,2014,100
-20.331,46.4813,2014,100
-20.331,46.4813,2014,97
-20.331,46.4813,2014,99
-19.83333,46.85,2014,97
-19.83333,46.85,2014,100
-19.83333,46.85,2014,100
-19.83333,46.85,2014,100
-19.83333,46.85,2014,97
-25.17833,46.08722,2014,99
-25.17833,46.08722,2014,99
-25.03333,46.38333,2014,96
-25.03333,46.38333,2014,100
-25.03333,46.38333,2014,98
-25.03333,46.38333,2014,98
-25.03333,46.38333,2014,96
-24.69361,44.74555,2014,95
-24.69361,44.74555,2014,98
-24.69361,44.74555,2014,99
-24.69361,44.74555,2014,98
-24.69361,44.74555,2014,95
-23.6,46.01666,2014,95
-23.6,46.01666,2014,98
-23.6,46.01666,2014,100
-23.6,46.01666,2014,99
-18.31722,47.11611,2014,100
-18.31722,47.11611,2014,98
-18.31722,47.11611,2014,96
-18.31722,47.11611,2014,100
-18.31722,47.11611,2014,80
-18.31722,47.11611,2014,80
-19.83333,46.85,2014,100
-19.83333,46.85,2014,100
-19.83333,46.85,2014,100
-19.83333,46.85,2014,97
-23.6,46.01666,2014,98
-23.6,46.01666,2014,100
-23.6,46.01666,2014,99
-23.6,46.01666,2014,95
-24.69361,44.74555,2014,98
-24.69361,44.74555,2014,99
-24.69361,44.74555,2014,98
-24.69361,44.74555,2014,95
-18.31722,47.11611,2014,98
-18.31722,47.11611,2014,96
-18.31722,47.11611,2014,100
-25.17833,46.08722,2014,99
-20.53027,47.24333,2014,99
-20.53027,47.24333,2014,100
-20.53027,47.24333,2014,99
-20.53027,47.24333,2014,100
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-21.75,47.15166,2014,100
-18.81777,47.43361,2014,100
-18.81777,47.43361,2014,98
-18.81777,47.43361,2014,98
-18.81777,47.43361,2014,96
-20.331,46.4813,2014,100
-20.331,46.4813,2014,97
-20.331,46.4813,2014,99
-20.331,46.4813,2014,89
-20.331,46.4813,2014,89
-20.331,46.4813,2014,89
-20.533331,47.333332,2014,99
-20.533331,47.333332,2014,100
-20.533331,47.333332,2014,99
-21.133333,47.266667,2014,100
-21.133333,47.266667,2014,100
-21.133333,47.266667,2014,100
-19.798762,46.736032,2014,100
-19.798762,46.736032,2014,100
-19.798762,46.736032,2014,100
-19.798762,46.736032,2014,100
-19.798762,46.736032,2014,97
-19.798762,46.736032,2014,99
-17.972445,47.026535,2014,98
-17.972445,47.026535,2014,96
-17.972445,47.026535,2014,80
-24.349824,44.519582,2014,98
-24.349824,44.519582,2014,99
-24.349824,44.519582,2014,98
-23.600003,46.016661,2014,98
-23.600003,46.016661,2014,100
-23.600003,46.016661,2014,99
-24.333332,45.95,2014,100
-24.333332,45.95,2014,98
-24.333332,45.95,2014,98
-20.533331,47.333332,2014,100
-20.533331,47.333332,2014,100
-20.533331,47.333332,2014,99
-20.533331,47.333332,2014,99
-21.133333,47.266667,2014,100
-21.133333,47.266667,2014,100
-21.133333,47.266667,2014,100
-21.133333,47.266667,2014,100
-19.798762,46.736032,2014,97
-19.798762,46.736032,2014,98
-19.798762,46.736032,2014,100
-19.798762,46.736032,2014,100
-19.798762,46.736032,2014,89
-19.798762,46.736032,2014,99
-19.798762,46.736032,2014,95
-19.798762,46.736032,2014,99
-17.972445,47.026535,2014,100
-17.972445,47.026535,2014,99
-17.972445,47.026535,2014,93
-17.972445,47.026535,2014,98
-25.172,46.0897,2014,99
-24.349824,44.519582,2014,95
-24.349824,44.519582,2014,98
-24.349824,44.519582,2014,100
-24.349824,44.519582,2014,99
-23.600003,46.016661,2014,95
-23.600003,46.016661,2014,100
-23.600003,46.016661,2014,100
-23.600003,46.016661,2014,99
-24.333332,45.95,2014,96
-24.333332,45.95,2014,99
-24.333332,45.95,2014,99
-16.1958,34.7741,2014,14.3
-13.78074,34.45848,2014,99
-12.92926,34.29636,2014,48
-16.01413,34.79284,2014,56
-9.93336,33.93333,2014,58
-9.93336,33.93333,2014,61
-15.764222,35.658896,2014,71
-14.47755,35.263741,2014,71
-13.78074,34.45848,2014,77
-11.6074,34.29364,2014,78
-13.78074,34.45848,2014,89
-9.80383,33.83878,2014,58
-13.80752,34.5196,2014,89
-9.80383,33.83878,2014,40
-10.35299,34.10439,2014,82
-12.03768,34.05233,2014,78
-12.98416,34.30358,2014,48
-13.80752,34.5196,2014,77
-14.44835,35.32062,2014,71
-15.64273,35.78565,2014,71
-16.01897,34.81775,2014,56
12.65001,-7.99986,2014,1
12.86666,-7.56666,2014,6
12.65001,-7.99986,2014,6
14.25,-6,2014,11
10.55,-5.76667,2014,13
12.95,-5.75,2014,14
12.86666,-7.56666,2014,15
12.74665,-8.07137,2014,18
13.04114,-9.48472,2014,19
17.57069,-3.99617,2014,21
12.74665,-8.07137,2014,25
13.0683,-6.82792,2014,25
14.34855,-3.61031,2014,30
13.0683,-6.82792,2014,31
14.34855,-3.61031,2014,32
14.439,-3.3057,2014,37
17.57069,-3.99617,2014,40
14.25,-6,2014,42
11.17595,-8.15486,2014,42
10.55,-5.76667,2014,43
12.95,-5.75,2014,47
14.439,-3.3057,2014,54
11.41668,-7.48332,2014,60
13.04114,-9.48472,2014,64
11.17595,-8.15486,2014,72
11.41668,-7.48332,2014,77
-25.36914,32.821382,2014,90
-25.36914,32.821382,2014,98
-25.36914,32.821382,2014,100
-25.36914,32.821382,2014,91
-25.36914,32.821382,2014,94
-25.273971,32.80845,2014,90
-25.273971,32.80845,2014,98
-25.273971,32.80845,2014,100
-25.273971,32.80845,2014,91
-25.273971,32.80845,2014,94
-17.329,35.591,2014,100
-17.18161,37.46814,2014,100
-17.18161,37.46814,2014,100
-16.85,36.98333,2014,100
-16.85,36.98333,2014,100
6.458518,7.546336,2014,30
8.570515,8.308844,2014,32
9.234403,9.721821,2014,95
9.234403,9.721821,2014,96.8
9.234403,9.721821,2014,100
8.570515,8.308844,2014,97.5
8.570515,8.308844,2014,99
6.458518,7.546336,2014,50
12.445329,9.723021,2014,50
12.445329,9.723021,2014,63
6.458518,7.546336,2014,66
6.524392,3.379219,2014,92
6.524392,3.379219,2014,93
12.445329,9.723021,2014,68.6
6.524392,3.379219,2014,69
4.858077,6.920913,2014,70
4.858077,6.920913,2014,73
4.858077,6.920913,2014,75
4.858077,6.920913,2014,76
6.524392,3.379219,2014,77
8.570515,8.308844,2014,81
9.234403,9.721821,2014,84
6.458518,7.546336,2014,84
12.445329,9.723021,2014,87
12.3,9.9333,2014,26
12.35,9.9833,2014,10
12.3333,9.9333,2014,25
14.773238,-17.390791,2014,5
14.758935,-17.39372,2014,23.3
13.768889,-13.667222,2014,36
16.4613,-15.68757,2014,91.4
16.4613,-15.68757,2014,97.2
16.4613,-15.68757,2014,94.7
15.295425,-13.957924,2014,96.2
14.773238,-17.390791,2014,38.7
15.25,-16.4,2014,90.9
14.773238,-17.390791,2014,43.4
12.55438,-12.17323,2014,45
13.91666,-15.91666,2014,45.3
14.43,-16.5,2014,92.2
14.43,-16.5,2014,91.9
13.49998,-15.04994,2014,46.2
12.910749,-14.950567,2014,49
15.25,-16.4,2014,49.5
14.758935,-17.39372,2014,50
13.768889,-13.667222,2014,50
12.55438,-12.17323,2014,53.9
13.91666,-15.91666,2014,59
14.758935,-17.39372,2014,59.3
12.910749,-14.950567,2014,60
14.5,-17,2014,94.5
14.10583,-15.55055,2014,64
12.55438,-12.17323,2014,64.1
13.98333,-14.8,2014,100
13.98333,-14.8,2014,96.5
13.98333,-14.8,2014,96
12.910749,-14.950567,2014,67.8
13.768889,-13.667222,2014,68
14.773238,-17.390791,2014,69.4
14.847437,-12.989609,2014,98.8
13.91666,-15.91666,2014,70.1
14.215158,-13.432969,2014,71
12.55438,-12.17323,2014,72
14.10583,-15.55055,2014,98
14.10583,-15.55055,2014,91
13.98255,-14.558458,2014,75.2
14.692788,-17.446648,2014,75.7
13.49998,-15.04994,2014,76.4
14.71642,-12.412268,2014,92
14.38638,-16.40166,2014,99.1
14.75,-16.5,2014,77.7
16.4613,-15.68757,2014,78.2
15.25,-16.4,2014,78.2
13.49998,-15.04994,2014,80.1
13.98255,-14.558458,2014,80.4
13.91666,-15.91666,2014,81.9
13.768889,-13.667222,2014,82
14.215158,-13.432969,2014,82
15.277385,-14.867351,2014,100
13.98255,-14.558458,2014,83
15.25,-16.4,2014,83.9
13.98255,-14.558458,2014,84.1
14.215158,-13.432969,2014,84.7
14.10583,-15.55055,2014,84.8
13.98333,-14.8,2014,84.9
14.215158,-13.432969,2014,85
14.692788,-17.446648,2014,85.8
14.692788,-17.446648,2014,85.8
13.14756,-14.11483,2014,86.5
14.75,-16.5,2014,87.1
15.277385,-14.867351,2014,87.8
14.43,-16.5,2014,89
14.692788,-17.446648,2014,89.4
-6.5,36.59,2014,100
-8.39215,36.52632,2014,100
-10.066269,38.927664,2014,100
-10.066269,38.927664,2014,100
-8.39215,36.52632,2014,25
-5.300001,39.799995,2014,31
-10.646234,35.642337,2014,100
-10.646234,35.642337,2014,100
-10.646234,35.642337,2014,100
-5.03044,39.740083,2014,33
-5.300001,39.799995,2014,34
-10.066269,38.927664,2014,100
-4.10107,35.79504,2014,38
-6.079186,39.335522,2014,39
-5.999711,39.188595,2014,40
-2.51222,30.65583,2014,100
-2.51222,30.65583,2014,90
-5.300001,39.799995,2014,43
-5.999711,39.188595,2014,45
-3.3388,36.7826,2014,45
-8.45,32.45,2014,93
-5.999711,39.188595,2014,49
-5.999711,39.188595,2014,49
-3.3388,36.7826,2014,49
-3.5,32.36,2014,51
-5.03044,39.740083,2014,53
-1.5,33.8,2014,95
-1.5,33.8,2014,99
-5.1,38.47,2014,98
-5.300001,39.799995,2014,55
-8.39215,36.52632,2014,59
-8.45,32.45,2014,93
-6.5,36.59,2014,64
-2.6,33.45,2014,100
-2.6,33.45,2014,97.5
-9.52963,33.87896,2014,100
-9.52963,33.87896,2014,100
-9.52963,33.87896,2014,100
-4.9,35.78333,2014,100
-4.9,35.78333,2014,100
-4.9,35.78333,2014,100
-6.71377,39.21003,2014,92.5
-6.71377,39.21003,2014,70
-5.099782,39.81353,2014,71
-6.5,36.59,2014,72
-5.443811,39.61437,2014,73
-4.948211,39.787777,2014,73.5
-4.10107,35.79504,2014,74
-3.5,32.36,2014,100
-7.767947,35.686247,2014,100
-7.767947,35.686247,2014,100
-7.767947,35.686247,2014,100
-3.2,31.9,2014,98
-3.2,31.9,2014,93
-3.2,31.9,2014,97
-2.6,33.45,2014,76
-4.948211,39.787777,2014,77
-8.39215,36.52632,2014,77
-5.1,38.47,2014,77.8
-2.51222,30.65583,2014,83
-6.44222,38.90416,2014,100
-6.44222,38.90416,2014,90
-4.10107,35.79504,2014,100
-3.3388,36.7826,2014,92
-6.71377,39.21003,2014,85
-3.5,32.36,2014,86
-6.44222,38.90416,2014,86
-5.533333,38.933333,2014,88
-8.45,32.45,2014,89
-5.1,38.47,2014,89
6.162802,1.281681,2014,40
6.170657,1.234669,2014,47
6.132625,1.2023,2014,29
6.162802,1.281681,2014,35
6.170657,1.234669,2014,42
6.132625,1.2023,2014,25
1.126037,31.596444,2014,71.9
-8.663941,29.291611,2014,14.6
-11.189177,28.888841,2014,18.5
-15.332826,28.678979,2014,20.7
-12.805169,30.507251,2014,29.8
-11.316667,30.483333,2014,35
-15.332826,28.678979,2014,35.1
-8.747676,29.139064,2014,38.4
-8.747676,29.139064,2014,41
-13.866666,31.7,2014,43.3
-13.63237,32.64547,2014,47
-12.300322,30.292374,2014,49.1
-10.427208,28.652192,2014,50
-12.07739,29.027661,2014,50.8
-14.65785,28.07221,2014,51
-12.069969,29.299347,2014,54.2
-11.623979,29.974554,2014,57.9
-9.793737,29.080939,2014,59
-10.427208,28.652192,2014,63
-8.663941,29.291611,2014,65
-11.622768,29.972563,2014,65.4
-11.189177,28.888841,2014,68
-11.622768,29.972563,2014,69.3
-12.069969,29.299347,2014,69.6
-10.387,28.702307,2014,70
-13.718859,26.459877,2014,71
-10.31002,28.66786,2014,72.5
-11.316667,30.483333,2014,84.4
-11.623979,29.974554,2014,87.3
-22.21732,29.99063,2014,98
-21.05,31.6667,2014,100
-21.05,31.6667,2014,100
-16.6463,32.2656,2014,100
-16.6463,32.2656,2014,100
-16.6463,32.2656,2014,100
-16.326,29.6043,2014,96
-17.39694,32.22666,2014,100
-17.39694,32.22666,2014,100
-18.6154,32.6723,2014,25
-18.6154,32.6723,2014,30
-16.6463,32.2656,2014,100
-16.6463,32.2656,2014,100
-16.6463,32.2656,2014,100
-18.2111,28.4866,2014,100
-18.2111,28.4866,2014,100
-18.6154,32.6723,2014,53
-17.39694,32.22666,2014,100
-17.39694,32.22666,2014,100
-18.33305,29.91527,2014,72
-18.33305,29.91527,2014,72
-16.326,29.6043,2014,96
-18.2111,28.4866,2014,100
-18.2111,28.4866,2014,100
-21.05,31.6667,2014,100
-21.05,31.6667,2014,100
-17.6306,27.3441,2014,81
-17.6306,27.3441,2014,81
-22.21732,29.99063,2014,98
-22.21732,29.99063,2014,86
-22.21732,29.99063,2014,86
-16.326,29.6043,2014,87
-16.326,29.6043,2014,87
-12.7667,15.73331,2013,100
-14.92805,14.65878,2013,94.7
-14.92805,14.65878,2013,94.7
6.388861,2.42325,2013,18.36
6.42234,2.599196,2013,98.81
6.42234,2.599196,2013,62
6.370293,2.391236,2013,98.41
6.38190269,2.46659732,2013,83.89
6.381902,2.466585,2013,83.9
6.388861,2.42325,2013,88.3
11.380692,-4.421172,2013,2
11.380692,-4.421172,2013,1
3.85,11.5,2013,9.4
4.000385,9.700008,2013,20
3.866667,11.516667,2013,22
4.04748,9.706378,2013,31
3.866667,11.516667,2013,37
3.85,11.5,2013,57.1
4.000385,9.700008,2013,58
3.866667,11.516667,2013,60
4.04748,9.706378,2013,60
3.866667,11.516667,2013,62
3.783333,9.65,2013,65
3.783333,9.65,2013,88
8.35,16.3,2013,26.7
8.6,16.433333,2013,31.7
8.35,16.3,2013,32.2
8.6,16.433333,2013,48.3
8.35,16.3,2013,56.7
8.6,16.433333,2013,73.3
5.8983333,-4.8227778,2013,25
5.8983333,-4.8227778,2013,38
-3.52083,23.60027,2013,96
-10.5333,24.7666,2013,92
-4.34862,15.28453,2013,100
-11.03333,26.95,2013,95
-4.34862,15.28453,2013,27
-4.34862,15.28453,2013,27
-4.34862,15.28453,2013,100
-11.03333,26.95,2013,39
-3.52083,23.60027,2013,96
-11.03333,26.95,2013,39
-10.5333,24.7666,2013,45
-10.5333,24.7666,2013,45
-3.52083,23.60027,2013,49
-3.52083,23.60027,2013,49
-11.03333,26.95,2013,95
-10.5333,24.7666,2013,92
8.275,35.75583,2013,0
8.275,35.75583,2013,0
11.3481,37.97836,2013,0
11.3481,37.97836,2013,0
11.3481,37.97836,2013,0
11.3481,37.97836,2013,0
10.67274,37.21762,2013,4
10.67274,37.21762,2013,4
9.23307,36.93326,2013,8
9.23307,36.93326,2013,8
7.08333,36.66666,2013,9
7.08333,36.66666,2013,9
10.67274,37.21762,2013,11
10.67274,37.21762,2013,11
14.16666,38.83333,2013,97.5
14.16666,38.83333,2013,97.5
7.08333,36.66666,2013,12
7.08333,36.66666,2013,12
6.622,37.016,2013,13
6.622,37.016,2013,13
6.622,37.016,2013,13
6.622,37.016,2013,13
7.77314,37.23129,2013,15
7.77314,37.23129,2013,15
8.275,35.75583,2013,100
8.275,35.75583,2013,98
8.275,35.75583,2013,100
8.275,35.75583,2013,100
8.275,35.75583,2013,98
7.08333,36.66666,2013,16
13.61833,39.00166,2013,100
13.61833,39.00166,2013,100
13.61833,39.00166,2013,100
13.61833,39.00166,2013,100
7.08333,36.66666,2013,16
7.63333,37.25,2013,16.3
8.66666,37.91666,2013,18
8.66666,37.91666,2013,18
8.66666,37.91666,2013,19
8.66666,37.91666,2013,19
11.38,37.28,2013,20
8.73333,37.46666,2013,20
11.36666,35.95,2013,20
11.36666,35.95,2013,20
11.38,37.28,2013,20
8.73333,37.46666,2013,20
7.77314,37.23129,2013,22
7.77314,37.23129,2013,22
8.66666,37.91666,2013,23
8.66666,37.91666,2013,23
6.622,37.016,2013,24
11.3481,37.97836,2013,24
11.3481,37.97836,2013,24
6.622,37.016,2013,24
11.3481,37.97836,2013,100
11.3481,37.97836,2013,100
11.3481,37.97836,2013,97.6
11.3481,37.97836,2013,96.5
11.3481,37.97836,2013,100
11.3481,37.97836,2013,100
11.3481,37.97836,2013,97.6
11.3481,37.97836,2013,96.5
7.77314,37.23129,2013,26
7.77314,37.23129,2013,26
10.67274,37.21762,2013,99
10.67274,37.21762,2013,99
10.83333,40,2013,100
10.83333,40,2013,100
9.75,34.73333,2013,31.9
9.75,34.73333,2013,31.9
8.73333,37.46666,2013,32
8.73333,37.46666,2013,32
6.622,37.016,2013,33
6.622,37.016,2013,33
9.75,34.73333,2013,35.5
9.75,34.73333,2013,35.5
8.73333,37.46666,2013,36
8.73333,37.46666,2013,36
10.67274,37.21762,2013,39
10.67274,37.21762,2013,39
11.36666,35.95,2013,39.4
11.36666,35.95,2013,39.4
9.75,34.73333,2013,41.5
9.75,34.73333,2013,41.5
11.38,37.28,2013,43
11.38,37.28,2013,43
8.275,35.75583,2013,44
8.275,35.75583,2013,44
11.36666,35.95,2013,47
11.36666,35.95,2013,47
9.23307,36.93326,2013,48.5
9.23307,36.93326,2013,48.5
7.63333,37.25,2013,92.5
7.63333,37.25,2013,94.8
8.275,35.75583,2013,51
8.275,35.75583,2013,51
12.95472,36.15527,2013,92.9
12.95472,36.15527,2013,94
12.95472,36.15527,2013,100
12.95472,36.15527,2013,92.9
12.95472,36.15527,2013,94
12.95472,36.15527,2013,100
11.38,37.28,2013,55
11.38,37.28,2013,55
9.5,36.98333,2013,96.7
9.5,35.5,2013,90
11.36666,35.95,2013,58
11.36666,35.95,2013,58
9.75,34.73333,2013,61.2
9.75,34.73333,2013,61.2
9.5,36.98333,2013,70
9.5,36.98333,2013,70
9.23037,40.75503,2013,100
9.23037,40.75503,2013,100
9.23037,40.75503,2013,100
9.23037,40.75503,2013,94
9.23037,40.75503,2013,100
9.23037,40.75503,2013,100
9.23037,40.75503,2013,100
9.23037,40.75503,2013,94
